virus_protein	virus_taxa	human_protein	human_gene_name	human_taxa
uniprotkb:P04608	11706	uniprotkb:Q8NAF0	ZNF579	9606
refseq:YP_009227204	64320	uniprotkb:Q8NFQ8	TOR1AIP2	9606
refseq:YP_009227200	64320	uniprotkb:Q8NFQ8	TOR1AIP2	9606
uniprotkb:P04578	11706	uniprotkb:Q8NFQ8	TOR1AIP2	9606
refseq:YP_009227196	64320	uniprotkb:Q8NFQ8	TOR1AIP2	9606
refseq:NP_579894	11676	uniprotkb:Q8NFQ8	TOR1AIP2	9606
refseq:YP_009227203	64320	uniprotkb:Q8NFQ8	TOR1AIP2	9606
uniprotkb:Q77M19	132487	uniprotkb:O43747	AP1G1	9606
uniprotkb:Q99IB8-PRO_0000045598	356411	uniprotkb:P26196	DDX6	9606
refseq:NP_579894	11676	uniprotkb:P26196	DDX6	9606
uniprotkb:P15682	381518	uniprotkb:P26196	DDX6	9606
uniprotkb:Q99IB8-PRO_0000045601	356411	uniprotkb:P26196	DDX6	9606
uniprotkb:Q77M19	132487	uniprotkb:P26196	DDX6	9606
uniprotkb:P09992	11624	uniprotkb:P26196	DDX6	9606
uniprotkb:P03470	381518	uniprotkb:P26196	DDX6	9606
uniprotkb:Q6VGS8	28285	uniprotkb:P26196	DDX6	9606
uniprotkb:P03070	1891767	uniprotkb:P26196	DDX6	9606
uniprotkb:P05777	381518	uniprotkb:P26196	DDX6	9606
uniprotkb:P0C6Z1	82830	uniprotkb:P26196	DDX6	9606
uniprotkb:G3CKS7	10376	uniprotkb:P26196	DDX6	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:Q08211	DHX9	9606
uniprotkb:Q1HVI8	82830	uniprotkb:Q08211	DHX9	9606
uniprotkb:P15659	381518	uniprotkb:Q08211	DHX9	9606
uniprotkb:Q89268	648242	uniprotkb:Q08211	DHX9	9606
uniprotkb:P04591	11706	uniprotkb:Q08211	DHX9	9606
uniprotkb:Q8AZK7	10377	uniprotkb:Q08211	DHX9	9606
uniprotkb:P03430	381518	uniprotkb:Q08211	DHX9	9606
uniprotkb:P04620	11686	uniprotkb:Q08211	DHX9	9606
uniprotkb:P03427	381518	uniprotkb:Q08211	DHX9	9606
uniprotkb:P03317	11034	uniprotkb:Q08211	DHX9	9606
uniprotkb:P21605	10254	uniprotkb:Q08211	DHX9	9606
uniprotkb:P03470	381518	uniprotkb:Q08211	DHX9	9606
uniprotkb:P05777	381518	uniprotkb:Q08211	DHX9	9606
uniprotkb:P15682	381518	uniprotkb:Q08211	DHX9	9606
uniprotkb:Q89268	648242	uniprotkb:Q08211	DHX9	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:Q08211	DHX9	9606
uniprotkb:P15682	381518	uniprotkb:O43143	DHX15	9606
uniprotkb:P03430	381518	uniprotkb:O43143	DHX15	9606
uniprotkb:P15659	381518	uniprotkb:O43143	DHX15	9606
uniprotkb:P03470	381518	uniprotkb:O43143	DHX15	9606
uniprotkb:P03427	381518	uniprotkb:O43143	DHX15	9606
uniprotkb:P29991-PRO_0000037936	31635	uniprotkb:O43143	DHX15	9606
uniprotkb:P05777	381518	uniprotkb:O43143	DHX15	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:O43143	DHX15	9606
uniprotkb:P19712-PRO_0000038050	11097	uniprotkb:O43143	DHX15	9606
uniprotkb:P03454	381518	uniprotkb:O43143	DHX15	9606
uniprotkb:Q20MH3	381518	uniprotkb:O43143	DHX15	9606
uniprotkb:Q1HVD3	82830	uniprotkb:O60220	TIMM8A	9606
uniprotkb:Q05128	128952	uniprotkb:O60220	TIMM8A	9606
uniprotkb:Q99IB8-PRO_0000045597	356411	uniprotkb:O60220	TIMM8A	9606
uniprotkb:P29991-PRO_0000308279	31635	uniprotkb:O60220	TIMM8A	9606
uniprotkb:B8ZX49	493803	uniprotkb:O60220	TIMM8A	9606
uniprotkb:B4URF7	381518	uniprotkb:O60220	TIMM8A	9606
refseq:NP_579895	11676	uniprotkb:O60220	TIMM8A	9606
uniprotkb:P03431	211044	uniprotkb:Q9H2U1	DHX36	9606
uniprotkb:P03428	211044	uniprotkb:Q9H2U1	DHX36	9606
uniprotkb:P17388	10585	uniprotkb:Q9H2U1	DHX36	9606
uniprotkb:P29991-PRO_0000037936	31635	uniprotkb:Q9H2U1	DHX36	9606
uniprotkb:P05777	381518	uniprotkb:Q9H2U1	DHX36	9606
refseq:YP_009227196	64320	uniprotkb:Q9H2U1	DHX36	9606
uniprotkb:P03470	381518	uniprotkb:Q9H2U1	DHX36	9606
uniprotkb:P15682	381518	uniprotkb:Q9H2U1	DHX36	9606
uniprotkb:P03454	381518	uniprotkb:Q8WWP7	GIMAP1	9606
uniprotkb:P0C737	82830	uniprotkb:Q15392	DHCR24	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q15392	DHCR24	9606
uniprotkb:P06460	10600	uniprotkb:Q15392	DHCR24	9606
uniprotkb:P06792	333761	uniprotkb:Q15392	DHCR24	9606
uniprotkb:P04578	11706	uniprotkb:Q15392	DHCR24	9606
uniprotkb:P04578	11706	uniprotkb:Q15392	DHCR24	9606
uniprotkb:P06927	333760	uniprotkb:Q15392	DHCR24	9606
refseq:NP_705926	11676	uniprotkb:O60610	DIAPH1	9606
uniprotkb:P0CK57	82830	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P05777	381518	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P06463	333761	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P0CK48	82830	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P03431	211044	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P06821	211044	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P03452	211044	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P03470	381518	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:Q89268	648242	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:O92835	11060	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P0C6Z1	82830	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P03508	211044	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P03496	211044	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P04620	11686	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:G3CKS7	10376	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P09992	11624	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P03468	211044	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:P03433	211044	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:A0A288CFT1	11706	uniprotkb:Q14204	DYNC1H1	9606
uniprotkb:A0A288CFT1	11706	uniprotkb:Q13409	DYNC1I2	9606
refseq:NP_705926	11676	uniprotkb:Q99704	DOK1	9606
uniprotkb:Q99IB8-PRO_0000045595	356411	uniprotkb:Q99856	ARID3A	9606
uniprotkb:P0C788	868565	uniprotkb:Q14574	DSC3	9606
uniprotkb:P04578	11706	uniprotkb:Q14574	DSC3	9606
uniprotkb:B4URE7	381518	uniprotkb:Q14574	DSC3	9606
uniprotkb:P03468	211044	uniprotkb:Q14126	DSG2	9606
uniprotkb:P03452	211044	uniprotkb:Q14126	DSG2	9606
refseq:YP_009227205	64320	uniprotkb:P15924	DSP	9606
refseq:NP_705928	11676	uniprotkb:P15924	DSP	9606
refseq:YP_009227199	64320	uniprotkb:P15924	DSP	9606
refseq:YP_009227198	64320	uniprotkb:P15924	DSP	9606
uniprotkb:Q1K9H5	381518	uniprotkb:P15924	DSP	9606
refseq:YP_009227202	64320	uniprotkb:P15924	DSP	9606
uniprotkb:P04578	11706	uniprotkb:O14656	TOR1A	9606
refseq:NP_579894	11676	uniprotkb:O14656	TOR1A	9606
refseq:YP_009227200	64320	uniprotkb:O14656	TOR1A	9606
uniprotkb:P06464	10600	uniprotkb:Q01094	E2F1	9606
uniprotkb:P17387	10585	uniprotkb:Q01094	E2F1	9606
uniprotkb:P03129	333760	uniprotkb:Q01094	E2F1	9606
uniprotkb:P03129	333760	uniprotkb:Q01094	E2F1	9606
refseq:NP_040311	337042	uniprotkb:Q01094	E2F1	9606
uniprotkb:P04020	10580	uniprotkb:Q01094	E2F1	9606
uniprotkb:P03129	333760	uniprotkb:Q01094	E2F1	9606
uniprotkb:Q89268	648242	uniprotkb:P23526	AHCY	9606
uniprotkb:Q1K9H5	381518	uniprotkb:P23526	AHCY	9606
uniprotkb:P03470	381518	uniprotkb:P23526	AHCY	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:P23526	AHCY	9606
uniprotkb:B4URF6	381518	uniprotkb:P23526	AHCY	9606
refseq:NP_705926	11676	uniprotkb:P23526	AHCY	9606
uniprotkb:P03427	381518	uniprotkb:Q96HS1	PGAM5	9606
uniprotkb:P09992	11624	uniprotkb:Q96HS1	PGAM5	9606
uniprotkb:P03470	381518	uniprotkb:Q96HS1	PGAM5	9606
uniprotkb:Q05127	128952	uniprotkb:Q96HS1	PGAM5	9606
uniprotkb:P17388	10585	uniprotkb:Q96HS1	PGAM5	9606
uniprotkb:B8ZX42	493803	uniprotkb:Q96HS1	PGAM5	9606
uniprotkb:P03430	381518	uniprotkb:Q96HS1	PGAM5	9606
uniprotkb:P03433	211044	uniprotkb:Q96HS1	PGAM5	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:Q96HS1	PGAM5	9606
uniprotkb:P15682	381518	uniprotkb:Q96HS1	PGAM5	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q96HS1	PGAM5	9606
uniprotkb:P05777	381518	uniprotkb:Q96HS1	PGAM5	9606
uniprotkb:Q82506	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:Q1K9H5	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:Q1I2B2	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:P05777	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:P29692	EEF1D	9606
uniprotkb:Q1I2B2	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:Q1K9H2	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:P03430	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:P09992	11624	uniprotkb:P29692	EEF1D	9606
uniprotkb:P15682	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:P15659	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:P03470	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:P03427	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:Q1K9H6	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:P03454	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:P17385	10585	uniprotkb:P29692	EEF1D	9606
uniprotkb:P05780	381518	uniprotkb:P29692	EEF1D	9606
uniprotkb:Q76R61	928302	uniprotkb:P13639	EEF2	9606
uniprotkb:P15659	381518	uniprotkb:P13639	EEF2	9606
uniprotkb:P15682	381518	uniprotkb:P13639	EEF2	9606
uniprotkb:P03454	381518	uniprotkb:P13639	EEF2	9606
uniprotkb:P05780	381518	uniprotkb:P13639	EEF2	9606
uniprotkb:P03427	381518	uniprotkb:P13639	EEF2	9606
uniprotkb:P03317	11034	uniprotkb:P13639	EEF2	9606
uniprotkb:P05777	381518	uniprotkb:P13639	EEF2	9606
uniprotkb:Q77M19	132487	uniprotkb:P13639	EEF2	9606
uniprotkb:Q89268	648242	uniprotkb:P13639	EEF2	9606
uniprotkb:P03470	381518	uniprotkb:P13639	EEF2	9606
uniprotkb:P15682	381518	uniprotkb:P05198	EIF2S1	9606
uniprotkb:P03454	381518	uniprotkb:P05198	EIF2S1	9606
uniprotkb:P05777	381518	uniprotkb:P05198	EIF2S1	9606
uniprotkb:P03470	381518	uniprotkb:P05198	EIF2S1	9606
uniprotkb:P05780	381518	uniprotkb:P05198	EIF2S1	9606
uniprotkb:Q77M19	132487	uniprotkb:P05198	EIF2S1	9606
uniprotkb:Q20MH8	381518	uniprotkb:Q14232	EIF2B1	9606
uniprotkb:P05780	381518	uniprotkb:Q14232	EIF2B1	9606
uniprotkb:Q32ZE1-PRO_0000435829	64320	uniprotkb:Q14232	EIF2B1	9606
uniprotkb:A0A024B7W1-PRO_0000443019	2043570	uniprotkb:Q14232	EIF2B1	9606
uniprotkb:P03470	381518	uniprotkb:P41091	EIF2S3	9606
uniprotkb:P05777	381518	uniprotkb:P41091	EIF2S3	9606
uniprotkb:P04620	11686	uniprotkb:P41091	EIF2S3	9606
uniprotkb:P15682	381518	uniprotkb:P41091	EIF2S3	9606
uniprotkb:P15659	381518	uniprotkb:P23588	EIF4B	9606
uniprotkb:P03129	333760	uniprotkb:P23588	EIF4B	9606
uniprotkb:Q89733	381518	uniprotkb:P23588	EIF4B	9606
uniprotkb:P03470	381518	uniprotkb:P23588	EIF4B	9606
uniprotkb:P03427	381518	uniprotkb:P23588	EIF4B	9606
uniprotkb:Q82506	381518	uniprotkb:P23588	EIF4B	9606
uniprotkb:P03430	381518	uniprotkb:P23588	EIF4B	9606
uniprotkb:P15682	381518	uniprotkb:P23588	EIF4B	9606
uniprotkb:P03454	381518	uniprotkb:P23588	EIF4B	9606
uniprotkb:Q20MH0	381518	uniprotkb:P23588	EIF4B	9606
uniprotkb:P05777	381518	uniprotkb:P23588	EIF4B	9606
refseq:YP_009227199	64320	uniprotkb:P55010	EIF5	9606
uniprotkb:P05780	381518	uniprotkb:P55010	EIF5	9606
uniprotkb:P06821	211044	uniprotkb:P55010	EIF5	9606
uniprotkb:P06428	10579	uniprotkb:P55010	EIF5	9606
refseq:YP_009227202	64320	uniprotkb:P55010	EIF5	9606
uniprotkb:Q82506	381518	uniprotkb:Q15717	ELAVL1	9606
uniprotkb:P03427	381518	uniprotkb:Q15717	ELAVL1	9606
uniprotkb:P03430	381518	uniprotkb:Q15717	ELAVL1	9606
uniprotkb:P15682	381518	uniprotkb:Q15717	ELAVL1	9606
uniprotkb:Q20MH3	381518	uniprotkb:Q15717	ELAVL1	9606
uniprotkb:P03454	381518	uniprotkb:Q15717	ELAVL1	9606
uniprotkb:Q6VGS8	28285	uniprotkb:Q15717	ELAVL1	9606
uniprotkb:Q1K9H2	381518	uniprotkb:Q15717	ELAVL1	9606
uniprotkb:P05777	381518	uniprotkb:Q15717	ELAVL1	9606
uniprotkb:P03470	381518	uniprotkb:Q15717	ELAVL1	9606
uniprotkb:Q77M19	132487	uniprotkb:P50402	EMD	9606
uniprotkb:K9UT94	10376	uniprotkb:P50402	EMD	9606
uniprotkb:G3CKS7	10376	uniprotkb:P50402	EMD	9606
uniprotkb:P0C6Z1	82830	uniprotkb:P50402	EMD	9606
uniprotkb:Q1HVJ2	82830	uniprotkb:P50402	EMD	9606
uniprotkb:Q1HVB5	82830	uniprotkb:P50402	EMD	9606
uniprotkb:P0C737	82830	uniprotkb:P50402	EMD	9606
uniprotkb:P06460	10600	uniprotkb:P50402	EMD	9606
uniprotkb:P06792	333761	uniprotkb:P50402	EMD	9606
uniprotkb:Q05322	128952	uniprotkb:P50402	EMD	9606
uniprotkb:B8ZX42	493803	uniprotkb:P50402	EMD	9606
uniprotkb:P03427	381518	uniprotkb:P50402	EMD	9606
uniprotkb:B8ZX49	493803	uniprotkb:P50402	EMD	9606
uniprotkb:P03246	28285	uniprotkb:P50402	EMD	9606
uniprotkb:P03468	211044	uniprotkb:P50402	EMD	9606
uniprotkb:Q1HVJ0	82830	uniprotkb:P50402	EMD	9606
uniprotkb:Q1HVD3	82830	uniprotkb:P50402	EMD	9606
uniprotkb:P04296	10299	uniprotkb:P50402	EMD	9606
uniprotkb:P05777	381518	uniprotkb:P50402	EMD	9606
uniprotkb:Q05322	128952	uniprotkb:P50402	EMD	9606
uniprotkb:B9UPF3	10580	uniprotkb:P50402	EMD	9606
uniprotkb:P0CK48	82830	uniprotkb:P50402	EMD	9606
uniprotkb:P29990-PRO_0000037929	31634	uniprotkb:P50402	EMD	9606
refseq:YP_009227205	64320	uniprotkb:P50402	EMD	9606
uniprotkb:P04578	11706	uniprotkb:P50402	EMD	9606
uniprotkb:P0CK57	82830	uniprotkb:P50402	EMD	9606
uniprotkb:P05780	381518	uniprotkb:P50402	EMD	9606
uniprotkb:P06927	333760	uniprotkb:P50402	EMD	9606
uniprotkb:P06461	10600	uniprotkb:P50402	EMD	9606
uniprotkb:P06821	211044	uniprotkb:P50402	EMD	9606
uniprotkb:Q89268	648242	uniprotkb:P50402	EMD	9606
uniprotkb:P10218	10299	uniprotkb:P50402	EMD	9606
uniprotkb:P10218	10299	uniprotkb:P50402	EMD	9606
uniprotkb:Q1HVI8	82830	uniprotkb:P50402	EMD	9606
uniprotkb:Q1HVD1	82830	uniprotkb:P50402	EMD	9606
uniprotkb:Q1K9H5	381518	uniprotkb:P50402	EMD	9606
refseq:YP_009227196	64320	uniprotkb:P50402	EMD	9606
uniprotkb:I1YP38	10376	uniprotkb:P50402	EMD	9606
refseq:NP_705926	11676	uniprotkb:Q8NFG4	FLCN	9606
uniprotkb:P17387	10585	uniprotkb:Q14247	CTTN	9606
uniprotkb:P03129	333760	uniprotkb:Q14247	CTTN	9606
uniprotkb:P03470	381518	uniprotkb:Q14247	CTTN	9606
uniprotkb:P03431	211044	uniprotkb:Q14247	CTTN	9606
uniprotkb:P03428	211044	uniprotkb:Q14247	CTTN	9606
uniprotkb:Q9WB91	11706	uniprotkb:Q8IY95	TMEM192	9606
uniprotkb:P36827	333763	uniprotkb:P06733	ENO1	9606
uniprotkb:Q9E7P0	11060	uniprotkb:P06733	ENO1	9606
uniprotkb:P05780	381518	uniprotkb:P06733	ENO1	9606
uniprotkb:Q2PJP0	363744	uniprotkb:P06733	ENO1	9606
uniprotkb:P36791	333763	uniprotkb:P06733	ENO1	9606
uniprotkb:Q3SBS5	329599	uniprotkb:P06733	ENO1	9606
uniprotkb:Q2PJP1	363744	uniprotkb:P06733	ENO1	9606
uniprotkb:Q6DPA0	284213	uniprotkb:P06733	ENO1	9606
uniprotkb:P36780	10621	uniprotkb:P06733	ENO1	9606
uniprotkb:Q6VE52	251307	uniprotkb:P06733	ENO1	9606
uniprotkb:P06929	10583	uniprotkb:P06733	ENO1	9606
uniprotkb:A4ZNQ2	437607	uniprotkb:P06733	ENO1	9606
uniprotkb:Q3SBS4	329599	uniprotkb:P06733	ENO1	9606
uniprotkb:P06428	10579	uniprotkb:P06733	ENO1	9606
uniprotkb:P06429	10586	uniprotkb:P06733	ENO1	9606
refseq:NP_751919	41856	uniprotkb:P06733	ENO1	9606
uniprotkb:P06788	333761	uniprotkb:P06733	ENO1	9606
uniprotkb:P03454	381518	uniprotkb:P06733	ENO1	9606
uniprotkb:P05777	381518	uniprotkb:P06733	ENO1	9606
uniprotkb:Q0A2H0	402527	uniprotkb:P06733	ENO1	9606
uniprotkb:P06427	10586	uniprotkb:P06733	ENO1	9606
uniprotkb:P03126	333760	uniprotkb:P06733	ENO1	9606
uniprotkb:P15682	381518	uniprotkb:P06733	ENO1	9606
uniprotkb:Q88489	11084	uniprotkb:P06733	ENO1	9606
uniprotkb:P06463	333761	uniprotkb:P06733	ENO1	9606
uniprotkb:P14335	11078	uniprotkb:P06733	ENO1	9606
uniprotkb:Q91B85-PRO_0000441424	172148	uniprotkb:P06733	ENO1	9606
uniprotkb:P36799	10614	uniprotkb:P06733	ENO1	9606
uniprotkb:P06422	10579	uniprotkb:P06733	ENO1	9606
uniprotkb:Q0A2H1	402527	uniprotkb:P06733	ENO1	9606
refseq:NP_597740	334203	uniprotkb:P06733	ENO1	9606
uniprotkb:A4ZNQ3	437607	uniprotkb:P06733	ENO1	9606
uniprotkb:P06921	333923	uniprotkb:P06733	ENO1	9606
uniprotkb:P03470	381518	uniprotkb:P06733	ENO1	9606
uniprotkb:P24835	10588	uniprotkb:P06733	ENO1	9606
uniprotkb:Q20P38	380337	uniprotkb:P06733	ENO1	9606
uniprotkb:P06930	333923	uniprotkb:P06733	ENO1	9606
uniprotkb:Q20MH8	381518	uniprotkb:P06733	ENO1	9606
uniprotkb:Q6DP94	644788	uniprotkb:P06733	ENO1	9606
uniprotkb:P36778	10614	uniprotkb:P06733	ENO1	9606
uniprotkb:Q8AZK7	10377	uniprotkb:P07437	TUBB	9606
uniprotkb:P05777	381518	uniprotkb:P07437	TUBB	9606
uniprotkb:P03470	381518	uniprotkb:P07437	TUBB	9606
uniprotkb:P05780	381518	uniprotkb:P07437	TUBB	9606
uniprotkb:Q87644	11034	uniprotkb:P07437	TUBB	9606
uniprotkb:P03454	381518	uniprotkb:P07437	TUBB	9606
uniprotkb:O92835	11060	uniprotkb:P07437	TUBB	9606
uniprotkb:P15682	381518	uniprotkb:P07437	TUBB	9606
uniprotkb:Q1HVI8	82830	uniprotkb:P07437	TUBB	9606
uniprotkb:P03430	381518	uniprotkb:P07437	TUBB	9606
uniprotkb:Q9WMX2	333284	uniprotkb:P07437	TUBB	9606
uniprotkb:Q05322	128952	uniprotkb:P07437	TUBB	9606
uniprotkb:Q77M19	132487	uniprotkb:P07437	TUBB	9606
uniprotkb:Q20MH0	381518	uniprotkb:P07437	TUBB	9606
uniprotkb:P15659	381518	uniprotkb:P07437	TUBB	9606
uniprotkb:P03317	11034	uniprotkb:P07437	TUBB	9606
uniprotkb:Q6J8G2	512345	uniprotkb:P07437	TUBB	9606
uniprotkb:P09992	11624	uniprotkb:P07437	TUBB	9606
uniprotkb:P04620	11686	uniprotkb:P07437	TUBB	9606
uniprotkb:Q9WC28	512346	uniprotkb:P07437	TUBB	9606
uniprotkb:Q89268	648242	uniprotkb:P07437	TUBB	9606
refseq:YP_009227202	64320	uniprotkb:P07437	TUBB	9606
uniprotkb:P03427	381518	uniprotkb:P07437	TUBB	9606
uniprotkb:Q1HVG0	82830	uniprotkb:Q09472	EP300	9606
uniprotkb:P04608	11706	uniprotkb:Q09472	EP300	9606
refseq:NP_040313	337042	uniprotkb:Q09472	EP300	9606
uniprotkb:Q9DH70	1891767	uniprotkb:Q09472	EP300	9606
uniprotkb:P06921	333923	uniprotkb:Q09472	EP300	9606
uniprotkb:P06462	10600	uniprotkb:Q09472	EP300	9606
uniprotkb:P03126	333760	uniprotkb:Q09472	EP300	9606
refseq:AP_000107	129875	uniprotkb:Q09472	EP300	9606
refseq:NP_705928	11676	uniprotkb:Q09472	EP300	9606
uniprotkb:P03129	333760	uniprotkb:Q09472	EP300	9606
refseq:NP_751919	41856	uniprotkb:Q09472	EP300	9606
uniprotkb:Q77Q82	37296	uniprotkb:Q09472	EP300	9606
uniprotkb:P04608	11706	uniprotkb:Q09472	EP300	9606
uniprotkb:P04608	11706	uniprotkb:Q09472	EP300	9606
uniprotkb:P03255	28285	uniprotkb:Q09472	EP300	9606
uniprotkb:P04020	10580	uniprotkb:Q09472	EP300	9606
uniprotkb:P03255	28285	uniprotkb:Q09472	EP300	9606
refseq:NP_040313	337042	uniprotkb:Q09472	EP300	9606
uniprotkb:P03122	337052	uniprotkb:Q09472	EP300	9606
uniprotkb:P06428	10579	uniprotkb:Q09472	EP300	9606
uniprotkb:P03255	28285	uniprotkb:Q09472	EP300	9606
uniprotkb:P03129	333760	uniprotkb:Q09472	EP300	9606
uniprotkb:Q4U0X7	406769	uniprotkb:Q09472	EP300	9606
uniprotkb:P03126	333760	uniprotkb:Q09472	EP300	9606
uniprotkb:Q69022	82830	uniprotkb:Q09472	EP300	9606
refseq:NP_705928	11676	uniprotkb:Q09472	EP300	9606
uniprotkb:P04608	11706	uniprotkb:Q09472	EP300	9606
refseq:NP_705928	11676	uniprotkb:Q09472	EP300	9606
uniprotkb:Q9DH70	1891767	uniprotkb:Q09472	EP300	9606
uniprotkb:P06463	333761	uniprotkb:Q09472	EP300	9606
uniprotkb:P04608	11706	uniprotkb:Q09472	EP300	9606
uniprotkb:P03129	333760	uniprotkb:Q09472	EP300	9606
uniprotkb:P03073	10636	uniprotkb:Q09472	EP300	9606
uniprotkb:Q81983	333923	uniprotkb:Q09472	EP300	9606
uniprotkb:Q76QC2	11963	uniprotkb:Q09472	EP300	9606
uniprotkb:P04608	11706	uniprotkb:Q09472	EP300	9606
uniprotkb:P04608	11706	uniprotkb:Q09472	EP300	9606
uniprotkb:P04608	11706	uniprotkb:Q09472	EP300	9606
refseq:NP_751919	41856	uniprotkb:Q09472	EP300	9606
refseq:NP_751919	41856	uniprotkb:Q09472	EP300	9606
uniprotkb:P04608	11706	uniprotkb:Q09472	EP300	9606
uniprotkb:P04019	10580	uniprotkb:Q09472	EP300	9606
uniprotkb:P04608	11706	uniprotkb:Q09472	EP300	9606
uniprotkb:P03255	28285	uniprotkb:Q09472	EP300	9606
uniprotkb:Q76QC2	11963	uniprotkb:Q09472	EP300	9606
uniprotkb:A0A288CFT1	11706	uniprotkb:Q09472	EP300	9606
uniprotkb:Q9QR71	868565	uniprotkb:P11171	EPB41	9606
uniprotkb:Q20MH4	381518	uniprotkb:Q3ZAQ7	VMA21	9606
uniprotkb:P29996	31762	uniprotkb:Q3ZAQ7	VMA21	9606
refseq:YP_009227203	64320	uniprotkb:Q3ZAQ7	VMA21	9606
refseq:YP_009227200	64320	uniprotkb:Q3ZAQ7	VMA21	9606
refseq:YP_009227204	64320	uniprotkb:Q3ZAQ7	VMA21	9606
refseq:YP_009227198	64320	uniprotkb:Q3ZAQ7	VMA21	9606
refseq:YP_009227196	64320	uniprotkb:Q3ZAQ7	VMA21	9606
refseq:YP_009227201	64320	uniprotkb:Q3ZAQ7	VMA21	9606
uniprotkb:Q89268	648242	uniprotkb:O43491	EPB41L2	9606
uniprotkb:Q20MH8	381518	uniprotkb:P07814	EPRS1	9606
uniprotkb:Q77M19	132487	uniprotkb:P07814	EPRS1	9606
uniprotkb:P05780	381518	uniprotkb:P07814	EPRS1	9606
uniprotkb:P03454	381518	uniprotkb:P07814	EPRS1	9606
uniprotkb:P09992	11624	uniprotkb:P07814	EPRS1	9606
uniprotkb:P05777	381518	uniprotkb:P07814	EPRS1	9606
uniprotkb:P03427	381518	uniprotkb:P07814	EPRS1	9606
refseq:NP_579876	11676	uniprotkb:P07814	EPRS1	9606
uniprotkb:Q69117	10376	uniprotkb:P07814	EPRS1	9606
uniprotkb:P03470	381518	uniprotkb:P07814	EPRS1	9606
uniprotkb:Q1HVI8	82830	uniprotkb:P07814	EPRS1	9606
uniprotkb:P15682	381518	uniprotkb:P07814	EPRS1	9606
uniprotkb:P0CK57	82830	uniprotkb:P07814	EPRS1	9606
uniprotkb:A0A218M2D5	11624	uniprotkb:P07814	EPRS1	9606
uniprotkb:Q8AZK7	10377	uniprotkb:P07814	EPRS1	9606
refseq:YP_009227200	64320	uniprotkb:P42566	EPS15	9606
uniprotkb:P06461	10600	uniprotkb:P04626	ERBB2	9606
uniprotkb:K9UT94	10376	uniprotkb:P04626	ERBB2	9606
uniprotkb:P0C737	82830	uniprotkb:P04626	ERBB2	9606
uniprotkb:P06927	333760	uniprotkb:P04626	ERBB2	9606
uniprotkb:F5HGH5	868565	uniprotkb:P18074	ERCC2	9606
uniprotkb:P88924	435895	uniprotkb:P18074	ERCC2	9606
uniprotkb:P04620	11686	uniprotkb:P18074	ERCC2	9606
uniprotkb:P04620	11686	uniprotkb:P19447	ERCC3	9606
uniprotkb:P03430	381518	uniprotkb:P84090	ERH	9606
uniprotkb:P04620	11686	uniprotkb:P84090	ERH	9606
uniprotkb:Q89733	381518	uniprotkb:P84090	ERH	9606
uniprotkb:P05777	381518	uniprotkb:P84090	ERH	9606
uniprotkb:P15682	381518	uniprotkb:P84090	ERH	9606
uniprotkb:P15659	381518	uniprotkb:P84090	ERH	9606
